Air Pollution - Particulate Matter for United States by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2019"

Sorted by Percent

County,FIPS,Micrograms per cubic meter (PM2.5)(2)
"Lincoln County, Wyoming",56023,4.8
"Logan County, North Dakota",38047,4.8
"Loup County, Nebraska",31115,4.8
"Luce County, Michigan",26095,4.8
"McIntosh County, North Dakota",38051,4.8
"Oneida County, Idaho",16071,4.8
"Otero County, Colorado",08089,4.8
"Piscataquis County, Maine",23021,4.8
"Scotts Bluff County, Nebraska",31157,4.8
"Sheridan County, North Dakota",38083,4.8
"Yavapai County, Arizona",04025,4.8
"Aurora County, South Dakota",46003,4.7
"Baca County, Colorado",08009,4.7
"Blaine County, Montana",30005,4.7
"Chouteau County, Montana",30015,4.7
"Custer County, Montana",30017,4.7
"Deer Lodge County, Montana",30023,4.7
"Deuel County, Nebraska",31049,4.7
"Granite County, Montana",30039,4.7
"Humboldt County, Nevada",32013,4.7
"Jerauld County, South Dakota",46073,4.7
"Juab County, Utah",49023,4.7
"Lincoln County, Colorado",08073,4.7
"Logan County, Nebraska",31113,4.7
"Millard County, Utah",49027,4.7
"Minnehaha County, South Dakota",46099,4.7
"Moffat County, Colorado",08081,4.7
"Navajo County, Arizona",04017,4.7
"Power County, Idaho",16077,4.7
"Pueblo County, Colorado",08101,4.7
"Rock County, Nebraska",31149,4.7
"Roosevelt County, Montana",30085,4.7
"Sedgwick County, Colorado",08115,4.7
"Storey County, Nevada",32029,4.7
"Valley County, Idaho",16085,4.7
"Bear Lake County, Idaho",16007,4.6
"Bent County, Colorado",08011,4.6
"Blaine County, Nebraska",31009,4.6
"Campbell County, South Dakota",46021,4.6
"Corson County, South Dakota",46031,4.6
"Crowley County, Colorado",08025,4.6
"Emery County, Utah",49015,4.6
"Gila County, Arizona",04007,4.6
"Grant County, New Mexico",35017,4.6
"Gregory County, South Dakota",46053,4.6
"Hand County, South Dakota",46059,4.6
"Lincoln County, New Mexico",35027,4.6
"McPherson County, Nebraska",31117,4.6
"Mountrail County, North Dakota",38061,4.6
"Oliver County, North Dakota",38065,4.6
"Quay County, New Mexico",35037,4.6
"Ravalli County, Montana",30081,4.6
"Sanpete County, Utah",49039,4.6
"Sioux County, North Dakota",38085,4.6
"Stark County, North Dakota",38089,4.6
"Treasure County, Montana",30103,4.6
"Valley County, Montana",30105,4.6
"Walworth County, South Dakota",46129,4.6
"Brown County, Nebraska",31017,4.5
"Brule County, South Dakota",46015,4.5
"Carson City, Nevada",32510,4.5
"Cheyenne County, Nebraska",31033,4.5
"Daniels County, Montana",30019,4.5
"DeBaca County, New Mexico",35011,4.5
"Fremont County, Colorado",08043,4.5
"Graham County, Arizona",04009,4.5
"Greenlee County, Arizona",04011,4.5
"Hidalgo County, New Mexico",35023,4.5
"La Plata County, Colorado",08067,4.5
"Oxford County, Maine",23017,4.5
"Richland County, Montana",30083,4.5
"Sevier County, Utah",49041,4.5
"Sheridan County, Montana",30091,4.5
"Sierra County, New Mexico",35051,4.5
"Sweetwater County, Wyoming",56037,4.5
"Thomas County, Nebraska",31171,4.5
"Ward County, North Dakota",38101,4.5
"Washington County, Maine",23029,4.5
"Washington County, Utah",49053,4.5
"Whatcom County, Washington",53073,4.5
"Arthur County, Nebraska",31005,4.4
"Beaver County, Utah",49001,4.4
"Caribou County, Idaho",16029,4.4
"Cook County, Minnesota",27031,4.4
"Daggett County, Utah",49009,4.4
"Gilpin County, Colorado",08047,4.4
"Grant County, North Dakota",38037,4.4
"Hettinger County, North Dakota",38041,4.4
"Keya Paha County, Nebraska",31103,4.4
"Madison County, Idaho",16065,4.4
"Piute County, Utah",49031,4.4
"Potter County, South Dakota",46107,4.4
"Renville County, North Dakota",38075,4.4
"Teller County, Colorado",08119,4.4
"Alamosa County, Colorado",08003,4.3
"Buffalo County, South Dakota",46017,4.3
"Butte County, South Dakota",46019,4.3
"Clear Creek County, Colorado",08019,4.3
"Crow Wing County, Minnesota",27035,4.3
"Dawson County, Montana",30021,4.3
"Garfield County, Montana",30033,4.3
"Grand County, Utah",49019,4.3
"Hooker County, Nebraska",31091,4.3
"Hyde County, South Dakota",46069,4.3
"Iron County, Utah",49021,4.3
"McCone County, Montana",30055,4.3
"McKinley County, New Mexico",35031,4.3
"Morrill County, Nebraska",31123,4.3
"Musselshell County, Montana",30065,4.3
"Penobscot County, Maine",23019,4.3
"Prairie County, Montana",30079,4.3
"Rosebud County, Montana",30087,4.3
"San Juan County, Utah",49037,4.3
"Socorro County, New Mexico",35053,4.3
"Adams County, North Dakota",38001,4.2
"Bowman County, North Dakota",38011,4.2
"Broadwater County, Montana",30007,4.2
"Brookings County, South Dakota",46011,4.2
"Carter County, Montana",30011,4.2
"Cass County, Minnesota",27021,4.2
"Cibola County, New Mexico",35006,4.2
"Dewey County, South Dakota",46041,4.2
"Divide County, North Dakota",38023,4.2
"Elko County, Nevada",32007,4.2
"Fallon County, Montana",30025,4.2
"Garden County, Nebraska",31069,4.2
"Garfield County, Utah",49017,4.2
"Grant County, Nebraska",31075,4.2
"Kane County, Utah",49025,4.2
"Lake County, Minnesota",27075,4.2
"Las Animas County, Colorado",08071,4.2
"Lyman County, South Dakota",46085,4.2
"Maui County, Hawaii",15009,4.2
"Mineral County, Nevada",32021,4.2
"Montezuma County, Colorado",08083,4.2
"Montrose County, Colorado",08085,4.2
"Perkins County, South Dakota",46105,4.2
"Petroleum County, Montana",30069,4.2
"Rio Arriba County, New Mexico",35039,4.2
"Routt County, Colorado",08107,4.2
"Schoolcraft County, Michigan",26153,4.2
"Torrance County, New Mexico",35057,4.2
"Tripp County, South Dakota",46123,4.2
"Boise County, Idaho",16015,4.1
"Box Butte County, Nebraska",31013,4.1
"Cherry County, Nebraska",31031,4.1
"Dunn County, North Dakota",38025,4.1
"Esmeralda County, Nevada",32009,4.1
"Harding County, New Mexico",35021,4.1
"Harding County, South Dakota",46063,4.1
"Lawrence County, South Dakota",46081,4.1
"Lincoln County, Idaho",16063,4.1
"Lincoln County, Nevada",32017,4.1
"Park County, Colorado",08093,4.1
"Rio Grande County, Colorado",08105,4.1
"Sully County, South Dakota",46119,4.1
"Todd County, South Dakota",46121,4.1
"Ziebach County, South Dakota",46137,4.1
"Archuleta County, Colorado",08007,4.0
"Colfax County, New Mexico",35007,4.0
"Eagle County, Colorado",08037,4.0
"Grand County, Colorado",08049,4.0
"Guadalupe County, New Mexico",35019,4.0
"Pershing County, Nevada",32027,4.0
"Phillips County, Montana",30071,4.0
"San Miguel County, New Mexico",35047,4.0
"Sheridan County, Nebraska",31161,4.0
"Slope County, North Dakota",38087,4.0
"Stillwater County, Montana",30095,4.0
"Union County, New Mexico",35059,4.0
"Wayne County, Utah",49055,4.0
"Wibaux County, Montana",30109,4.0
"Williams County, North Dakota",38105,4.0
"Bennett County, South Dakota",46007,3.9
"Carbon County, Montana",30009,3.9
"Chaffee County, Colorado",08015,3.9
"Conejos County, Colorado",08021,3.9
"Golden Valley County, Montana",30037,3.9
"Golden Valley County, North Dakota",38033,3.9
"Goshen County, Wyoming",56015,3.9
"Haakon County, South Dakota",46055,3.9
"Honolulu County, Hawaii",15003,3.9
"Huerfano County, Colorado",08055,3.9
"Jerome County, Idaho",16053,3.9
"Kent County, Rhode Island",44003,3.9
"Kimball County, Nebraska",31105,3.9
"Madison County, Montana",30057,3.9
"Mellette County, South Dakota",46095,3.9
"Saguache County, Colorado",08109,3.9
"Washington County, Rhode Island",44009,3.9
"Banner County, Nebraska",31007,3.8
"Beaverhead County, Montana",30001,3.8
"Costilla County, Colorado",08023,3.8
"Douglas County, Nevada",32005,3.8
"Fergus County, Montana",30027,3.8
"Fremont County, Idaho",16043,3.8
"Jones County, South Dakota",46075,3.8
"Judith Basin County, Montana",30045,3.8
"Laramie County, Wyoming",56021,3.8
"Natrona County, Wyoming",56025,3.8
"New Hanover County, North Carolina",37129,3.8
"Pima County, Arizona",04019,3.8
"San Miguel County, Colorado",08113,3.8
"Stanley County, South Dakota",46117,3.8
"Summit County, Colorado",08117,3.8
"Albany County, Wyoming",56001,3.7
"Belknap County, New Hampshire",33001,3.7
"Blaine County, Idaho",16013,3.7
"Catron County, New Mexico",35003,3.7
"Crook County, Wyoming",56011,3.7
"Custer County, Colorado",08027,3.7
"Delta County, Colorado",08029,3.7
"Gunnison County, Colorado",08051,3.7
"Jackson County, South Dakota",46071,3.7
"Meagher County, Montana",30059,3.7
"Pitkin County, Colorado",08097,3.7
"Wheatland County, Montana",30107,3.7
"White Pine County, Nevada",32033,3.7
"Alpine County, California",06003,3.6
"Big Horn County, Wyoming",56003,3.6
"Carbon County, Wyoming",56007,3.6
"Dawes County, Nebraska",31045,3.6
"Dolores County, Colorado",08033,3.6
"Eureka County, Nevada",32011,3.6
"Jackson County, Colorado",08057,3.6
"Lake County, Colorado",08065,3.6
"Lander County, Nevada",32015,3.6
"Los Alamos County, New Mexico",35028,3.6
"McKenzie County, North Dakota",38053,3.6
"Mora County, New Mexico",35033,3.6
"Ouray County, Colorado",08091,3.6
"Teton County, Wyoming",56039,3.6
"Burke County, North Dakota",38013,3.5
"Butte County, Idaho",16023,3.5
"Garfield County, Colorado",08045,3.5
"Park County, Montana",30067,3.5
"Washakie County, Wyoming",56043,3.5
"Billings County, North Dakota",38007,3.4
"Camas County, Idaho",16025,3.4
"Custer County, Idaho",16037,3.4
"Hancock County, Maine",23009,3.4
"Mineral County, Colorado",08079,3.4
"San Juan County, Colorado",08111,3.4
"Sweet Grass County, Montana",30097,3.4
"Clark County, Idaho",16033,3.3
"Hawaii County, Hawaii",15001,3.3
"Hillsborough County, New Hampshire",33011,3.3
"Hinsdale County, Colorado",08053,3.3
"Hughes County, South Dakota",46065,3.3
"La Paz County, Arizona",04012,3.3
"Platte County, Wyoming",56031,3.3
"Sioux County, Nebraska",31165,3.3
"Fall River County, South Dakota",46047,3.2
"Weston County, Wyoming",56045,3.2
"Carlton County, Minnesota",27017,3.1
"Johnson County, Wyoming",56019,3.1
"Lake County, California",06033,3.1
"Hot Springs County, Wyoming",56017,3.0
"Teton County, Idaho",16081,3.0
"Kauai County, Hawaii",15007,2.9
"Niobrara County, Wyoming",56027,2.9
"Park County, Wyoming",56029,2.9
"Santa Fe County, New Mexico",35049,2.9
"Sublette County, Wyoming",56035,2.8
"Custer County, South Dakota",46033,2.6
"Apache County, Arizona",04001,2.5
"Campbell County, Wyoming",56005,2.4
"Converse County, Wyoming",56009,2.2
"Gallatin County, Montana",30031,0.9
"Aleutians East Borough, Alaska",02013,data not available
"Aleutians West Census Area, Alaska",02016,data not available
"Bethel Census Area, Alaska",02050,data not available
"Bristol Bay Borough, Alaska",02060,data not available
"Denali, Alaska",02068,data not available
"Dillingham Census Area, Alaska",02070,data not available
"Haines Borough, Alaska",02100,data not available
"Hoonah-Angoon Census Area, Alaska",02105,data not available
"Kalawao County, Hawaii",15005,data not available
"Kenai Peninsula Borough, Alaska",02122,data not available
"Ketchikan Gateway Borough, Alaska",02130,data not available
"Kodiak Island Borough, Alaska",02150,data not available
"Kusilvak Census Area, Alaska",02158,data not available
"Lake and Peninsula Borough, Alaska",02164,data not available
"Nome Census Area, Alaska",02180,data not available
"North Slope Borough, Alaska",02185,data not available
"Northwest Arctic Borough, Alaska",02188,data not available
"Oglala Lakota County, South Dakota",46102,data not available
"Petersburg Census Area, Alaska",02195,data not available
"Prince of Wales-Hyder Census Area, Alaska",02198,data not available
"Puerto Rico",72001,data not available
"Sitka Borough, Alaska",02220,data not available
"Skagway Municipality, Alaska",02230,data not available
"Southeast Fairbanks Census Area, Alaska",02240,data not available
"Valdez-Cordova Census Area, Alaska",02261,data not available
"Wrangell Borough, Alaska",02275,data not available
"Yakutat City and Borough, Alaska",02282,data not available
"Yukon-Koyukuk Census Area, Alaska",02290,data not available

Suggested Citation:
HDPulse: An Ecosystem of Minority Health and Health Disparities Resources. National Institute on Minority Health and Health Disparities. Created 11/8/2024. Available from https://hdpulse.nimhd.nih.gov

Notes:
Source: National Environmental Public Health Tracking Network [ https://ephtracking.cdc.gov/DataExplorer/ ] from the CDC.
Average daily density of fine particulate matter in micrograms per cubic meter (PM2.5).

Some data are not available or suppressed due to insufficient counts.

"Note: This website still uses Connecticut counties instead of planning regions for consistency of geographies across data topics. If/when all data sources have new planning regions, then this website will switch to using them."
